ID,Prediction
1,0.20402298850574713
2,0.03686635944700461
3,0.20402298850574713
4,0.05952380952380952
5,0.03686635944700461
6,0.0019482326746451434
7,0.01837270341207349
8,0.563953488372093
9,0.0
10,0.7303030303030303
11,0.01837270341207349
12,0.2621359223300971
13,0.225
14,0.8453038674033149
15,0.0019482326746451434
16,0.0
17,0.03686635944700461
18,0.68
19,0.7303030303030303
20,0.05952380952380952
21,0.03211009174311927
22,0.23684210526315788
23,1.0
24,0.7303030303030303
25,0.012
26,0.03686635944700461
27,0.0019482326746451434
28,0.01837270341207349
29,0.0019482326746451434
30,0.3424657534246575
31,0.01837270341207349
32,0.05102040816326531
33,0.0019482326746451434
34,0.0019482326746451434
35,0.2621359223300971
36,0.012
37,0.0019482326746451434
38,0.7
39,0.4061990212071778
40,1.0
41,1.0
42,0.0
43,1.0
44,0.563953488372093
45,0.0019482326746451434
46,0.0019482326746451434
47,0.02127659574468085
48,0.41346153846153844
49,0.01837270341207349
50,0.03686635944700461
51,0.0019482326746451434
52,0.05102040816326531
53,0.9428571428571428
54,0.563953488372093
55,1.0
56,0.4444444444444444
57,0.06714285714285714
58,0.20402298850574713
59,0.30959752321981426
60,0.75
61,0.0019482326746451434
62,0.7586206896551724
63,0.11538461538461539
64,0.0019482326746451434
65,0.0019482326746451434
66,0.03686635944700461
67,1.0
68,0.2153846153846154
69,0.0
70,0.05102040816326531
71,0.0019482326746451434
72,0.563953488372093
73,0.0019482326746451434
74,0.03686635944700461
75,0.5925925925925926
76,0.0019482326746451434
77,0.0019482326746451434
78,0.12857142857142856
79,0.7303030303030303
80,0.0019482326746451434
81,0.20402298850574713
82,0.0
83,0.010309278350515464
84,0.0019482326746451434
85,0.12034383954154727
86,1.0
87,0.03686635944700461
88,0.0019482326746451434
89,0.2153846153846154
90,0.8453038674033149
91,0.563953488372093
92,0.75
93,0.0019482326746451434
94,0.0019482326746451434
95,0.30959752321981426
96,0.7303030303030303
97,0.0019482326746451434
98,0.0019482326746451434
99,0.20402298850574713
100,0.0847457627118644
101,0.8453038674033149
102,0.20402298850574713
103,0.015625
104,0.3548387096774194
105,0.8453038674033149
106,0.05102040816326531
107,0.0
108,0.06714285714285714
109,0.4061990212071778
110,0.2857142857142857
111,0.03686635944700461
112,0.01837270341207349
113,0.0019482326746451434
114,0.03211009174311927
115,0.563953488372093
116,0.39552238805970147
117,0.0019482326746451434
118,0.0019482326746451434
119,0.03686635944700461
120,0.015625
121,0.8453038674033149
122,0.03686635944700461
123,0.5714285714285714
124,0.2621359223300971
125,1.0
126,0.010309278350515464
127,0.06302521008403361
128,0.30959752321981426
129,0.4444444444444444
130,0.4061990212071778
131,0.0
132,0.2153846153846154
133,0.4061990212071778
134,0.75
135,0.08333333333333333
136,0.01837270341207349
137,0.02127659574468085
138,0.0019482326746451434
139,0.03686635944700461
140,0.0019482326746451434
141,0.6666666666666666
142,0.03686635944700461
143,0.0019482326746451434
144,0.14782608695652175
145,0.20402298850574713
146,0.61875
147,0.06714285714285714
148,0.0
149,0.16666666666666666
150,0.010309278350515464
151,0.563953488372093
152,0.61875
153,0.3
154,0.01837270341207349
155,0.563953488372093
156,0.7586206896551724
157,0.41346153846153844
158,0.0
159,0.03686635944700461
160,0.563953488372093
161,1.0
162,0.3548387096774194
163,0.015625
164,0.0
165,0.05102040816326531
166,0.563953488372093
167,0.4061990212071778
